russian,ingush,definition,source
вправить,меттао́ттаде,,ingush_dictionary_full.txt
заднеязычный согласный звук,меттатӀехьашкара мукъаза оаз,,ingush_dictionary_full.txt
заднеязычные,меттатӀехьашкараяраш,,ingush_dictionary_full.txt
насмерть,меттахьа,,ingush_dictionary_full.txt
переднеязычный согласный звук,меттахьалхара мукъаза оаз,,ingush_dictionary_full.txt
взамен,метте,,ingush_dictionary_full.txt
взамен (наречие и послелог),метте́,,ingush_dictionary_full.txt
местный падеж,меттига до́жар,,ingush_dictionary_full.txt
наречие места,меттига куцдош,,ingush_dictionary_full.txt
местная группа галактик (совокупность ближайших галактик вместе с нашей Галактикой),меттигера гӀалактикай тоаба,,ingush_dictionary_full.txt
местное сверхскопление галактик (сверхскопление галактик,меттигера гӀалактикай тӀехцӀов,,ingush_dictionary_full.txt
местное время (время,меттигера ха,,ingush_dictionary_full.txt
местный,меттигера,,ingush_dictionary_full.txt
локальный,ме́ттигера,,ingush_dictionary_full.txt
пятнистое,меттне,,ingush_dictionary_full.txt
букв. «страны вождь»,мехка баьчча,,ingush_dictionary_full.txt
депрессия,мехка боахам дегӀа ца боагӀаш сацар,,ingush_dictionary_full.txt
нефть; мазут,mexkæ-dattæ,,ingush_dictionary_full.txt
республиканский,ме́хка,,ingush_dictionary_full.txt
патриот,мехкагӀонча,,ingush_dictionary_full.txt
патриот.,мехкагӀонч||а,,ingush_dictionary_full.txt
патриотка,мехкагӀонч||а,,ingush_dictionary_full.txt
правитель,мехкада́,,ingush_dictionary_full.txt
нефть,мехкадаьтта,,ingush_dictionary_full.txt
нефтяной,мехкадаьтта,,ingush_dictionary_full.txt
нефтяной насос,мехкадаьтта доаккха ферба,,ingush_dictionary_full.txt
болезненное состояние организма животного при акклиматизации (проявляется под влиянием необычных для него географических (геоботанических) и климатических и иных условиях; характеризуется подавленным состоянием,мехкал,,ingush_dictionary_full.txt
климат,мехкал,,ingush_dictionary_full.txt
климатический,мехкала,,ingush_dictionary_full.txt
девчата (обращение),мехкарий,,ingush_dictionary_full.txt
географически карта.,мехкасурт,,ingush_dictionary_full.txt
ссылка,мехках ва́ккхар,,ingush_dictionary_full.txt
ссыльный,мехках ваьккха,,ingush_dictionary_full.txt
ссыльная,мехках яьккха,,ingush_dictionary_full.txt
соотечественник,мехкахо,,ingush_dictionary_full.txt
соотечественница,мехкахо,,ingush_dictionary_full.txt
земляк,мехкахо,,ingush_dictionary_full.txt
президент,мехкда,,ingush_dictionary_full.txt
девушки,mexkiri,,ingush_dictionary_full.txt
голодать,меца ле́ла,,ingush_dictionary_full.txt
голодание,меца ле́лар,,ingush_dictionary_full.txt
пчелосемья,меца никх,,ingush_dictionary_full.txt
проголодать,меца хила,,ingush_dictionary_full.txt
впроголодь,меца,,ingush_dictionary_full.txt
голодный,меца,,ingush_dictionary_full.txt
проголодаться,мецдала,,ingush_dictionary_full.txt
понуд. ф. от мецдала (проголодаться),мецдалийта,,ingush_dictionary_full.txt
заставить голодать,мецде́,,ingush_dictionary_full.txt
Попов хутор,Мецхалой-о́тар,,ingush_dictionary_full.txt
малый стриж,мецхилг,,ingush_dictionary_full.txt
сосуд,миа,,ingush_dictionary_full.txt
капилляр,миа,,ingush_dictionary_full.txt
жила,миа,,ingush_dictionary_full.txt
астма,миа,,ingush_dictionary_full.txt
мивок (Северная Америка),мивоке,,ingush_dictionary_full.txt
миджикенда (Африка),миджикенде,,ingush_dictionary_full.txt
мизо (Азия),мизо,,ingush_dictionary_full.txt
ольха,миинг,,ingush_dictionary_full.txt
ольховый,миинга,,ingush_dictionary_full.txt
ольховый листоед,миингий гӀадуарг,,ingush_dictionary_full.txt
ольховая листоблошка,миингий гӀаьнсагал,,ingush_dictionary_full.txt
подольшаник,миингий жӀаленускал,,ingush_dictionary_full.txt
ольховый короед,миингий коастъюарг,,ingush_dictionary_full.txt
ольховый лесовик,миингий хьунчоапилг,,ingush_dictionary_full.txt
мина,mijnæ,,ingush_dictionary_full.txt
микир (Азия),микиро,,ingush_dictionary_full.txt
макиритаре (Южная Америка),микиртаре,,ingush_dictionary_full.txt
филин,миккхал,,ingush_dictionary_full.txt
оалхазар (коршун),миккхал,,ingush_dictionary_full.txt
микмак (Северная Америка),микмаке,,ingush_dictionary_full.txt
микрон (единица длины,микрон,,ingush_dictionary_full.txt
Микронезия,Микронези,,ingush_dictionary_full.txt
микронезиец (Австралия и Океания),микронезхо,,ingush_dictionary_full.txt
микронезийка,микронезхо,,ingush_dictionary_full.txt
микронезиец,микронезхой,,ingush_dictionary_full.txt
микронезийский,микронезхой,,ingush_dictionary_full.txt
микроскопический,микроскопически,,ingush_dictionary_full.txt
миллиметр,milimetr,,ingush_dictionary_full.txt
минарет,мимар,,ingush_dictionary_full.txt
минангкабау (Азия),минанкабо,,ingush_dictionary_full.txt
минахас (Азия),минахасе,,ingush_dictionary_full.txt
Марс (планета),Мингал,,ingush_dictionary_full.txt
Марс,Мингал,,ingush_dictionary_full.txt
живая вода,мингал-хий,,ingush_dictionary_full.txt
марсианский,мингалара,,ingush_dictionary_full.txt
минимум,minimum,,ingush_dictionary_full.txt
мнонг (Азия),минонге,,ingush_dictionary_full.txt
минута,минот,,ingush_dictionary_full.txt
минутный,минота,,ingush_dictionary_full.txt
минус,minus,,ingush_dictionary_full.txt
миллиард,миркха,,ingush_dictionary_full.txt
сабля из египетского булата.,мисар болата тур (мисар тур),,ingush_dictionary_full.txt
египетская иголка,мисар маха,,ingush_dictionary_full.txt
шлем остроконической формы,мисар-кий (мисар),,ingush_dictionary_full.txt
египетский гусь,мисара гӀаж,,ingush_dictionary_full.txt
египетская цапля,мисара-чкъаьрийдуъарг,,ingush_dictionary_full.txt
египетская стиаль,мисарболат,,ingush_dictionary_full.txt
магнит,мисарболат,,ingush_dictionary_full.txt
египетский булат.,мисарболат,,ingush_dictionary_full.txt
Египет,Мисаре,,ingush_dictionary_full.txt
Египет.,Мисаре,,ingush_dictionary_full.txt
египетская черепаха,мисарера богапхьид,,ingush_dictionary_full.txt
египетский таракан,мисарера гӀандгӀилг,,ingush_dictionary_full.txt
буланый или египетский козодой,мисарера женаткъамбеттарг,,ingush_dictionary_full.txt
малая или египетская горлица,мисарера къоракхокха,,ingush_dictionary_full.txt
египетский,мисаре́ра,,ingush_dictionary_full.txt
египтянин,мисархо,,ingush_dictionary_full.txt
египтянка,мисархо,,ingush_dictionary_full.txt
по-египетский,мисархой Ӏаьдалах,,ingush_dictionary_full.txt
бедняга,миска,,ingush_dictionary_full.txt
мискито (Южная Америка),мискито,,ingush_dictionary_full.txt
столь,missel,,ingush_dictionary_full.txt
кисломолочный продукт (блюдо из квашенного молока),миста берхӀа,,ingush_dictionary_full.txt
кислый,миста,,ingush_dictionary_full.txt
кисло-сладкий,миста-мерза,,ingush_dictionary_full.txt
куст барбариса,мистадарг,,ingush_dictionary_full.txt
кислинка,мистал,,ingush_dictionary_full.txt
кислотность,мистал,,ingush_dictionary_full.txt
чурек из заквашенного теста,мистам,,ingush_dictionary_full.txt
сметана,мистатӀоа,,ingush_dictionary_full.txt
кислая каша (из забродившей овсяной закваски),мистахудар,,ingush_dictionary_full.txt
кислое молоко в виде простокваши,мисташур,,ingush_dictionary_full.txt
щавель,мистаъаьрг,,ingush_dictionary_full.txt
барбарис,мистаярг,,ingush_dictionary_full.txt
кисловато-сладкая пастила из слив и яблок,мистаярг,,ingush_dictionary_full.txt
щавелевый,мистаяргий,,ingush_dictionary_full.txt
киснуть,мистдала,,ingush_dictionary_full.txt
прокиснуть,мистдала,,ingush_dictionary_full.txt
закиснуть,мистдала,,ingush_dictionary_full.txt
перебродить,мистдала,,ingush_dictionary_full.txt
перекиснуть,мистдала,,ingush_dictionary_full.txt
скиснуть,мистдала,,ingush_dictionary_full.txt
прокисание,мистдалар,,ingush_dictionary_full.txt
барбарис обыкновенный,мистдарг,,ingush_dictionary_full.txt
прокислый,мистденна,,ingush_dictionary_full.txt
1) щавель; 2) пастила,мисторг,,ingush_dictionary_full.txt
1) кислое молоко; 2) варенец,мистшур,,ingush_dictionary_full.txt
кислый (прокисший),мистъенна,,ingush_dictionary_full.txt
квашение,мистъялийтар,,ingush_dictionary_full.txt
золотник,мисхал,,ingush_dictionary_full.txt
улитка,митал,,ingush_dictionary_full.txt
улит,миталбоабашк,,ingush_dictionary_full.txt
вуоча,митӀи,,ingush_dictionary_full.txt
тополь,мих,,ingush_dictionary_full.txt
1) тополь; 2) осина,мих,,ingush_dictionary_full.txt
ветряный,миха,,ingush_dictionary_full.txt
тополиный,миха,,ingush_dictionary_full.txt
тополевый листоед,миха гӀадуарг,,ingush_dictionary_full.txt
парусник,миха ке́ма,,ingush_dictionary_full.txt
отмечался в месяце Этинга бутт молением в честь Ткъамыш-Ерда,Миха оршот,,ingush_dictionary_full.txt
пух,миха петар,,ingush_dictionary_full.txt
чума,миха у,,ingush_dictionary_full.txt
чумной,миха у кхийтта,,ingush_dictionary_full.txt
ветряной,миха,,ingush_dictionary_full.txt
ветряная мельница,mixæ-x́æjræ,,ingush_dictionary_full.txt
парусиновый,михагата́,,ingush_dictionary_full.txt
парусный,михагата́,,ingush_dictionary_full.txt
бриг,михаке́ма,,ingush_dictionary_full.txt
бригантина,михаке́ма,,ingush_dictionary_full.txt
шхуна,михаке́ма,,ingush_dictionary_full.txt
летучий,михаца ле́ла,,ingush_dictionary_full.txt
перекати-поле,михацале́ларг,,ingush_dictionary_full.txt
михе (Северная Америка),михе,,ingush_dictionary_full.txt
соответствует сентябрю,Михий бутт,,ingush_dictionary_full.txt
тополёвый листоед,михий гӀадуарг,,ingush_dictionary_full.txt
бурелом,михо йожаяь хьу,,ingush_dictionary_full.txt
кохия венечная,михоудорг,,ingush_dictionary_full.txt
ветреница,михоэгор,,ingush_dictionary_full.txt
ветреница лесная,михоэгор,,ingush_dictionary_full.txt
разбушеваться,михьарда́ла,,ingush_dictionary_full.txt
разыгравшийся,михьаръяьнна,,ingush_dictionary_full.txt
гвоздика,михьиг,,ingush_dictionary_full.txt
гвоздичный,михьига,,ingush_dictionary_full.txt
маьждига чу имам ламаза увтта меттиг (ниша в мечети),михьраб,,ingush_dictionary_full.txt
куда,мича,,ingush_dictionary_full.txt
где,мича,,ingush_dictionary_full.txt
откуда,мичара,,ingush_dictionary_full.txt
где (куда,мичахь,,ingush_dictionary_full.txt
где-нибудь,мичахьа цхьаннахьа,,ingush_dictionary_full.txt
как-никак,мичча бесса дале а,,ingush_dictionary_full.txt
как-нибудь,мичча бесса,,ingush_dictionary_full.txt
когда-нибудь,мичча ха́на,,ingush_dictionary_full.txt
куда-нибудь (куда-либо),миччахьа цхьаннахьа,,ingush_dictionary_full.txt
где-либо,миччахьа цхьаннахьа,,ingush_dictionary_full.txt
какой (вопр.),мишта,,ingush_dictionary_full.txt
как (каким образом,мишта,,ingush_dictionary_full.txt
предсказать,мишта хила деза хьаала,,ingush_dictionary_full.txt
какой,мишта,,ingush_dictionary_full.txt
как,мишта,,ingush_dictionary_full.txt
качество,mištal,,ingush_dictionary_full.txt
качественное прилагательное,мишталли белгалдош,,ingush_dictionary_full.txt
качественное наречие,мишталли куцдош,,ingush_dictionary_full.txt
миштек (Северная Америка),миштеке,,ingush_dictionary_full.txt
ольха серая,миъинг,,ingush_dictionary_full.txt
угол,миӀинг,,ingush_dictionary_full.txt
угол (мат.),миӀинг,,ingush_dictionary_full.txt
угловой,миӀингера,,ingush_dictionary_full.txt
подобно,мо,,ingush_dictionary_full.txt
Малгобекский район,МоагӀалбика шахьар,,ingush_dictionary_full.txt
оранжево-жёлтый,моажа,,ingush_dictionary_full.txt
орангутан,моажама́ймал,,ingush_dictionary_full.txt
камышевая или черноголовая овсянка,моажахьазилг,,ingush_dictionary_full.txt
апельсиновый,моажаярга,,ingush_dictionary_full.txt
сделать оранжевым,моажде,,ingush_dictionary_full.txt
ромашка,моажолг,,ingush_dictionary_full.txt
календула лекарственная,моажолг,,ingush_dictionary_full.txt
барда,моака,,ingush_dictionary_full.txt
угощение,моака,,ingush_dictionary_full.txt
яства,моака,,ingush_dictionary_full.txt
эргадаьккха,моака,,ingush_dictionary_full.txt
сага хьаькъала хьисап; говзал; рузкъан никъ лохаш хилар,моакарло,,ingush_dictionary_full.txt
горох посевной,моаккхеж,,ingush_dictionary_full.txt
сийрда муора бос.,моакха,,ingush_dictionary_full.txt
светло-серо-коричневый,моакха,,ingush_dictionary_full.txt
светло-коричневый,моакха,,ingush_dictionary_full.txt
кремень,моакхаз,,ingush_dictionary_full.txt
кремний,моакхаз,,ingush_dictionary_full.txt
1) кремень (вообще); 2) ружейный или пистолетный кремень; 3) кремнёвый замок,моакхаз,,ingush_dictionary_full.txt
гранит,моакхаз,,ingush_dictionary_full.txt
кремнистый,моакхаз боалла,,ingush_dictionary_full.txt
кремнёвый пистолет (венгерский),моакхаз тепча,,ingush_dictionary_full.txt
а) кремень или ружейный кремень,моакхаз,,ingush_dictionary_full.txt
кремнёвый наконечник,моакхаза веда,,ingush_dictionary_full.txt
кремнёвый,моакхаза,,ingush_dictionary_full.txt
гранитный,моакхаза,,ingush_dictionary_full.txt
(кремнёвый пистолет),моакхазтепча,,ingush_dictionary_full.txt
завирушка,моакхахьазилг,,ingush_dictionary_full.txt
бурая,моакхлаьтта,,ingush_dictionary_full.txt
тёмно-серый баран,моакхъустагӀ,,ingush_dictionary_full.txt
балкарец,моалкхаро,,ingush_dictionary_full.txt
балкарка,моалкхаро,,ingush_dictionary_full.txt
монгол,моало,,ingush_dictionary_full.txt
монголаш. Шира дош.,моало,,ingush_dictionary_full.txt
монгол (Азия),моало,,ingush_dictionary_full.txt
монголка,моало,,ingush_dictionary_full.txt
монгольский емуранчик,моалой декъийдуарг,,ingush_dictionary_full.txt
монгольский сурок или тарбаган,моалой сураэп,,ingush_dictionary_full.txt
монгольская пищуха,моалой цӀувза куни,,ingush_dictionary_full.txt
монгольский,моалой,,ingush_dictionary_full.txt
Монголия,Моалойче,,ingush_dictionary_full.txt
по-монгольски,моалошха,,ingush_dictionary_full.txt
щипцы,моарзагӀ,,ingush_dictionary_full.txt
клещи,моарзагӀа,,ingush_dictionary_full.txt
кусачки,моарзагӀа,,ingush_dictionary_full.txt
плоскогубцы,моарзагӀа,,ingush_dictionary_full.txt
стрельчатый,моартала хьисапе,,ingush_dictionary_full.txt
арка,моартол,,ingush_dictionary_full.txt
1) арка; 2) свод,моартол,,ingush_dictionary_full.txt
сводчатый,моартолагӀа,,ingush_dictionary_full.txt
приветствие,моаршал,,ingush_dictionary_full.txt
поздороваться,моаршал хатта,,ingush_dictionary_full.txt
приветствовать,моаршал хатта,,ingush_dictionary_full.txt
привет,моаршал,,ingush_dictionary_full.txt
благоденствие,моаршо,,ingush_dictionary_full.txt
вылей; вылить,moassæde,,ingush_dictionary_full.txt
враг,моастагӀ,,ingush_dictionary_full.txt
недруг,моастагӀ||а,,ingush_dictionary_full.txt
неприятель,моастагӀ||а,,ingush_dictionary_full.txt
враг.,моастагӀа,,ingush_dictionary_full.txt
рознь,моастагӀал,,ingush_dictionary_full.txt
враждебно,моастагӀал долаш,,ingush_dictionary_full.txt
вражеский,моастагӀий,,ingush_dictionary_full.txt
неприятельский,моастагӀий,,ingush_dictionary_full.txt
куропатка,моаш,,ingush_dictionary_full.txt
1) куропатка; 2) перепёлка,моаш,,ingush_dictionary_full.txt
фу хоттадалийта мегашдола ги.,моаша,,ingush_dictionary_full.txt
моба (Африка),мобе,,ingush_dictionary_full.txt
празднество в честь дня рождения Пророка Мухаммада (да благословит его Аллах и приветствует),мовлад,,ingush_dictionary_full.txt
праздник рождение Магомета «Мовлюд»,Movlæd,,ingush_dictionary_full.txt
мовлид,мо́влат,,ingush_dictionary_full.txt
мовлюд (праздник рождения Магомета) (З.Мальс. Гр. инг. яз.),мовлат,,ingush_dictionary_full.txt
грубые,мовхар,,ingush_dictionary_full.txt
перстень-печатка,мовхьар,,ingush_dictionary_full.txt
могу,мог,,ingush_dictionary_full.txt
похвала,могавар,,ingush_dictionary_full.txt
хвалёный,могаваь,,ingush_dictionary_full.txt
хвалить,могаве,,ingush_dictionary_full.txt
апробация,могадар,,ingush_dictionary_full.txt
допустимость,могадар,,ingush_dictionary_full.txt
рекомендация,могадар,,ingush_dictionary_full.txt
восхваление,могадар,,ingush_dictionary_full.txt
поощрительный,могадара,,ingush_dictionary_full.txt
одобрить,могаде́,,ingush_dictionary_full.txt
апробировать,могаде,,ingush_dictionary_full.txt
порекомендовать,могаде,,ingush_dictionary_full.txt
расхвалить,могаде,,ingush_dictionary_full.txt
восхвалять,могаде,,ingush_dictionary_full.txt
похвалить,могаде,,ingush_dictionary_full.txt
рекомендательный,могадеш дола,,ingush_dictionary_full.txt
пурам.«Дас могам бенна,могам,,ingush_dictionary_full.txt
могар,мога́р,,ingush_dictionary_full.txt
способный,могаргдола,,ingush_dictionary_full.txt
хворый,могаш воаца,,ingush_dictionary_full.txt
нездоровье,могаш цахилар,,ingush_dictionary_full.txt
могикан (Северная Америка),могикане,,ingush_dictionary_full.txt
могикан,могикан||е,,ingush_dictionary_full.txt
местность (около Моздока),Moghilbike,,ingush_dictionary_full.txt
могол (Азия),могӀло,,ingush_dictionary_full.txt
модальность,модалалла,,ingush_dictionary_full.txt
модальное значение,модален маӀан,,ingush_dictionary_full.txt
борода,модж,,ingush_dictionary_full.txt
рыба,mæž <i>(čqhäræ)</i>,,ingush_dictionary_full.txt
бородатый,модж яьнна,,ingush_dictionary_full.txt
бородатая неясыть,моджбов,,ingush_dictionary_full.txt
жужелица-бородач,моджбусле́ларг,,ingush_dictionary_full.txt
безоаровый или бородатый козёл,моджгаза,,ingush_dictionary_full.txt
журавль-красавка,моджгӀа́рагӀура,,ingush_dictionary_full.txt
дрофа-красотка,моджтотакх,,ingush_dictionary_full.txt
бородатка,моджхьазилг,,ingush_dictionary_full.txt
бородатая свинья,моджхьакха,,ingush_dictionary_full.txt
щука,моджчкъаьра,,ingush_dictionary_full.txt
бородатая ящерица,моджшолкъа,,ingush_dictionary_full.txt
мёд,модз,,ingush_dictionary_full.txt
естественный процесс садки,модз гӀорадар,,ingush_dictionary_full.txt
откачка мёда,модз даккхар,,ingush_dictionary_full.txt
медоносный,модз доалла,,ingush_dictionary_full.txt
рабочая пчела или медоносная пчела,модз ду моза,,ingush_dictionary_full.txt
медовая пчелиная семья (рой),модз ду никх,,ingush_dictionary_full.txt
медуница,модздоахарг,,ingush_dictionary_full.txt
медуница лекарственная,модздоахарг,,ingush_dictionary_full.txt
медоед,модздуарг,,ingush_dictionary_full.txt
медовый муравей,модздуарг-зунгат,,ingush_dictionary_full.txt
сорта мёда,модзий тайпаш,,ingush_dictionary_full.txt
медовка,модзхьазилг,,ingush_dictionary_full.txt
медоуказчик,модзхьокхарг,,ingush_dictionary_full.txt
кукушка-медоуказчик,модзхьокхарг-бе́карг,,ingush_dictionary_full.txt
медосос,модзъӀувшарг,,ingush_dictionary_full.txt
морковный,мо́жао́влий,,ingush_dictionary_full.txt
камышовая овсянка,можахьазилг,,ingush_dictionary_full.txt
ягнятник,можлар,,ingush_dictionary_full.txt
бородач,можло,,ingush_dictionary_full.txt
муха,moz,,ingush_dictionary_full.txt
Муха,Моза,,ingush_dictionary_full.txt
мера сыпучих тел,мозал,,ingush_dictionary_full.txt
пасека,мозале,,ingush_dictionary_full.txt
нокхарий латта моттиг.,мозгӀал,,ingush_dictionary_full.txt
пчельник,мозгӀал,,ingush_dictionary_full.txt
христианский священник,мозгӀар,,ingush_dictionary_full.txt
кераста наьха дин хьалххо.,мозгӀар,,ingush_dictionary_full.txt
аббат,мозгӀар,,ingush_dictionary_full.txt
поп,мозгӀар,,ingush_dictionary_full.txt
священник,мозгӀар,,ingush_dictionary_full.txt
священник (поп),мозгӀар,,ingush_dictionary_full.txt
попадья,мозгӀар||а сесаг,,ingush_dictionary_full.txt
основное направление лёта пчёл в сторону расположения медоноса при обильном взятке,мозий чӀуг,,ingush_dictionary_full.txt
мухоловка,мозийдоадерг,,ingush_dictionary_full.txt
мухоловка или скутигера,мозийлувцарг,,ingush_dictionary_full.txt
скутигера,мозийлувцарг-шаролг,,ingush_dictionary_full.txt
завирушка лесная,мокхахьазилг,,ingush_dictionary_full.txt
мокша (Европа),мокше,,ingush_dictionary_full.txt
мокша,мокш||е,,ingush_dictionary_full.txt
мокшанка,мокш||е,,ingush_dictionary_full.txt
мокшанский,мокший,,ingush_dictionary_full.txt
1) гуж; 2) часть упряжи,мол,,ingush_dictionary_full.txt
питьевой,мола,,ingush_dictionary_full.txt
суметь напиться,моладала,,ingush_dictionary_full.txt
споить,моладе,,ingush_dictionary_full.txt
молдаванин (Европа),молдвене,,ingush_dictionary_full.txt
молдаванин,молдвен||е,,ingush_dictionary_full.txt
молдаванка,молдвен||е,,ingush_dictionary_full.txt
Молдова,Молдвенехье,,ingush_dictionary_full.txt
Молдавия,Молдвени,,ingush_dictionary_full.txt
молдавский,молдвений,,ingush_dictionary_full.txt
мулла,молла,,ingush_dictionary_full.txt
какой-нибудь (любой),моллагӀа а цаӀ,,ingush_dictionary_full.txt
любой,моллагӀа а,,ingush_dictionary_full.txt
какой-нибудь,моллагӀа а,,ingush_dictionary_full.txt
что-нибудь,моллагӀа цхьа хӀама,,ingush_dictionary_full.txt
как-то (каким-то образом),моллагӀа цхьан тайпара,,ingush_dictionary_full.txt
чей-либо,моллагӀа цхьанне,,ingush_dictionary_full.txt
кто-либо,моллагӀа,,ingush_dictionary_full.txt
кто-нибудь,моллагӀа,,ingush_dictionary_full.txt
чей-нибудь,моллагӀачун дале а,,ingush_dictionary_full.txt
азан,моллал кхайкар,,ingush_dictionary_full.txt
1) лекарство; 2) таблетка; 3) порох,молх,,ingush_dictionary_full.txt
порох,молха,,ingush_dictionary_full.txt
лекарство,молха,,ingush_dictionary_full.txt
снадобье,молха,,ingush_dictionary_full.txt
пилюля,молха буртиг,,ingush_dictionary_full.txt
заряд,молха бустам,,ingush_dictionary_full.txt
аптека,мо́лха тика,,ingush_dictionary_full.txt
аптекарский,мо́лха тика́,,ingush_dictionary_full.txt
втирать,молха хьакха,,ingush_dictionary_full.txt
втирание,молха хьакхар,,ingush_dictionary_full.txt
лекарственный,молха,,ingush_dictionary_full.txt
порох; лекарство,molxæ,,ingush_dictionary_full.txt
ингаляция,молхай Ӏи чуо́зар,,ingush_dictionary_full.txt
монго (Африка),монго,,ingush_dictionary_full.txt
монгор (Азия),монгоро,,ingush_dictionary_full.txt
мон (Азия),моне,,ingush_dictionary_full.txt
монегаск (житель Монако) (Европа),монегаске,,ingush_dictionary_full.txt
монтанье-наскапи (Северная Америка),монтанье-наскапе,,ingush_dictionary_full.txt
коричневый карлик,мора чинтолг,,ingush_dictionary_full.txt
коричневый,мо́ра,,ingush_dictionary_full.txt
кожица,морд,,ingush_dictionary_full.txt
плёнка,морд,,ingush_dictionary_full.txt
плева,морд,,ingush_dictionary_full.txt
плевра,морд,,ingush_dictionary_full.txt
морщина,морд,,ingush_dictionary_full.txt
пленка,морд,,ingush_dictionary_full.txt
морщина; кожица,mord,,ingush_dictionary_full.txt
молочная сыворотка,мордз,,ingush_dictionary_full.txt
сыворотка,мордз,,ingush_dictionary_full.txt
кормушка,мордилг,,ingush_dictionary_full.txt
кормушка для собаки,мордилг,,ingush_dictionary_full.txt
Мордовия,Мордови,,ingush_dictionary_full.txt
мори (Азия),море,,ingush_dictionary_full.txt
наслаждение,морзо,,ingush_dictionary_full.txt
соблазн,морзо,,ingush_dictionary_full.txt
удовольствие,морзо,,ingush_dictionary_full.txt
моро (Азия),моро,,ingush_dictionary_full.txt
морс,mors,,ingush_dictionary_full.txt
щетина,морса чош,,ingush_dictionary_full.txt
грубошёрстый,морса,,ingush_dictionary_full.txt
грубошёрстный,морса,,ingush_dictionary_full.txt
жёсткий,morsæ,,ingush_dictionary_full.txt
заскорузлый,морса,,ingush_dictionary_full.txt
огрубеть,морсдала,,ingush_dictionary_full.txt
заскорузнуть,морсдала,,ingush_dictionary_full.txt
огрубелый,морсденна,,ingush_dictionary_full.txt
загрубелый,морсде́нна,,ingush_dictionary_full.txt
грубая шерсть,морстха,,ingush_dictionary_full.txt
мору-мангбету (Африка),мору-мангбето,,ingush_dictionary_full.txt
морф,морф,,ingush_dictionary_full.txt
варианты морфем,морфемай варианташ,,ingush_dictionary_full.txt
морфемный шов,морфемашта юкъера доазув,,ingush_dictionary_full.txt
морфемика,морфемика,,ingush_dictionary_full.txt
морфологический (морфемо-аффиксальный) способ словообразования,морфологен,,ingush_dictionary_full.txt
морфологическая парадигма,морфологен парадигма,,ingush_dictionary_full.txt
морфолого-синтаксическое средство,морфологен-синтаксисан никъ,,ingush_dictionary_full.txt
облако,морх,,ingush_dictionary_full.txt
катаракта,морх,,ingush_dictionary_full.txt
туча,морх,,ingush_dictionary_full.txt
охапка,morꜧ,,ingush_dictionary_full.txt
обхват,морхӀ,,ingush_dictionary_full.txt
опалиться,морцадала,,ingush_dictionary_full.txt
обжигание,морцилга,,ingush_dictionary_full.txt
волосы,мос,,ingush_dictionary_full.txt
пушистый,мосала,,ingush_dictionary_full.txt
серна (самка),мосар,,ingush_dictionary_full.txt
серна,мосар,,ingush_dictionary_full.txt
1) тур (самец); 2) серна (кавказский горный козёл),мосар,,ingush_dictionary_full.txt
сернобык,мосар-бугӀа,,ingush_dictionary_full.txt
моси (Африка),мосе,,ingush_dictionary_full.txt
мосетене (Южная Америка),мосетене,,ingush_dictionary_full.txt
волосяной,мосий,,ingush_dictionary_full.txt
хохлатая курица,mosirg <i>(kotæm)</i>,,ingush_dictionary_full.txt
ступица,моск,,ingush_dictionary_full.txt
соа чуехка чарха чоалх. Моска сомал долаш йу,моска,,ingush_dictionary_full.txt
втулка,моска,,ingush_dictionary_full.txt
Москва,Моска,,ingush_dictionary_full.txt
шира дош: эрсий паччахь.,Моска паччахь,,ingush_dictionary_full.txt
индейка,moska,,ingush_dictionary_full.txt
Подмосковье,Моска-КӀале,,ingush_dictionary_full.txt
индюк (вообще),москал,,ingush_dictionary_full.txt
индюк,москал,,ingush_dictionary_full.txt
индюк-самец,москал-боргӀал,,ingush_dictionary_full.txt
индюшка,москал-ко́там,,ingush_dictionary_full.txt
индюшонок,москала кӀориг,,ingush_dictionary_full.txt
индюшачий,москала,,ingush_dictionary_full.txt
вошь индеек,москалий меза,,ingush_dictionary_full.txt
место,мотт,,ingush_dictionary_full.txt
1) подстилка; 2) язык; 3) матрац,мотт,,ingush_dictionary_full.txt
постель,м||отт,,ingush_dictionary_full.txt
язык,м||отт,,ingush_dictionary_full.txt
матрац,мотт,,ingush_dictionary_full.txt
глоссит,мотт бестар,,ingush_dictionary_full.txt
ябедничать,мотт бетта,,ingush_dictionary_full.txt
кляузничать,мотт бе́тта,,ingush_dictionary_full.txt
кляузник,мотт бе́ттар,,ingush_dictionary_full.txt
кляузница,мотт бе́ттар,,ingush_dictionary_full.txt
ябедничество,мотт бе́ттар,,ingush_dictionary_full.txt
ябеда (ябедник),мотт беттар,,ingush_dictionary_full.txt
говорить (на каком-л. языке),мотт бувца,,ingush_dictionary_full.txt
парить,мотт лаца,,ingush_dictionary_full.txt
языкознани (лингвистика),мотт тохка Ӏилма,,ingush_dictionary_full.txt
болезнь языка крупного рогатого скота (характеризуется частичным параличом языка; природа болезни не совсем ясна; больное животное плохо берёт корм,мотт тхьовсар,,ingush_dictionary_full.txt
облизнуть,мотт хьакха,,ingush_dictionary_full.txt
облизать,мотт хьакха,,ingush_dictionary_full.txt
облизаться,мотт хьакха,,ingush_dictionary_full.txt
лизать,мотт хье́кха,,ingush_dictionary_full.txt
подлизываться,мотт хье́кха,,ingush_dictionary_full.txt
